time,latitude,longitude,depth
2018-07-09T10:38:21.080Z,19.4179993,-155.2713318,0.29
2018-07-09T10:36:32.220Z,19.4153333,-155.2756667,0.74
2018-07-09T10:36:07.780Z,19.4039993,-155.2768402,0.06
2018-07-09T10:33:14.320Z,19.4006672,-155.2701721,0.31
2018-07-09T10:32:03.970Z,19.3990002,-155.2728271,1.14
2018-07-09T10:28:59.350Z,19.4001675,-155.2648315,0.17
2018-07-09T10:28:33.520Z,19.3974991,-155.2761688,0.97
2018-07-09T10:24:37.420Z,40.4054985,-124.9856644,0.05
2018-07-09T10:16:24.050Z,19.4013329,-155.2566681,0.29
2018-07-09T10:12:52.720Z,19.4106674,-155.2700043,0.74
2018-07-09T10:11:51.810Z,19.3976669,-155.2641602,0.21
2018-07-09T10:10:21.550Z,19.4251671,-155.2689972,0.23
2018-07-09T10:07:10.040Z,19.416666,-155.2338409,-0.08
2018-07-09T10:04:57.110Z,19.4098339,-155.2819977,0.89
2018-07-09T10:04:50.520Z,19.3918343,-155.2743378,0.46
2018-07-09T09:58:34.470Z,19.3943329,-155.2845001,0.53
2018-07-09T09:55:59.070Z,19.4073334,-155.280838,0.36
2018-07-09T09:55:54.110Z,19.4946671,-155.220993,-1.12
2018-07-09T09:54:06.480Z,19.4118328,-155.2511597,0.45
2018-07-09T09:53:09.700Z,19.3999996,-155.260498,0.39
2018-07-09T09:50:59.580Z,19.4015007,-155.2695007,0.14
2018-07-09T09:25:52.570Z,19.4016666,-155.2631683,0.5
2018-07-09T09:23:27.320Z,19.416666,-155.27034,0.95
2018-07-09T09:23:16.890Z,19.4108334,-155.2891693,0.64
2018-07-09T09:22:45.030Z,19.4056664,-155.2761688,0.02
2018-07-09T09:21:16.950Z,19.392334,-155.2623291,0.16
2018-07-09T09:21:07.670Z,19.4191666,-155.272995,1.04
2018-07-09T09:20:13.340Z,19.3898335,-155.274826,0.79
2018-07-09T09:12:23.090Z,19.4011669,-155.2695007,0.15
2018-07-09T09:11:43.050Z,19.3971672,-155.2666626,0.32
2018-07-09T09:08:59.660Z,19.3983326,-155.2725067,0.54
2018-07-09T08:55:55.080Z,18.293,-68.09,102
2018-07-09T08:53:14.820Z,19.3974991,-155.2728271,0.87
2018-07-09T08:35:59.390Z,19.4204998,-155.2740021,0.7
2018-07-09T08:33:57.900Z,38.0658333,-112.401,-1.56
2018-07-09T08:33:51.640Z,19.4301662,-155.2649994,0.34
2018-07-09T08:32:20.770Z,19.4161663,-155.269165,0.73
2018-07-09T08:31:22.340Z,13.4672,144.9584,64.94
2018-07-09T08:30:54.810Z,19.4258327,-155.281662,0.81
2018-07-09T08:27:46.750Z,19.3988333,-155.269,0.24
2018-07-09T08:25:50.720Z,19.4141667,-155.263,0.23
2018-07-09T08:24:32.980Z,19.3964996,-155.2660065,0.67
2018-07-09T08:23:20.220Z,19.4293327,-155.2741699,1.63
2018-07-09T08:18:57.080Z,19.4016666,-155.2736664,0.9
2018-07-09T08:16:17.170Z,19.4098339,-155.2686615,0.77
2018-07-09T08:15:43.840Z,19.4165001,-155.263504,1.94
2018-07-09T08:09:59.200Z,19.4190006,-155.2814941,2.15
2018-07-09T08:09:17.320Z,19.4115009,-155.2768402,0.9
2018-07-09T08:02:58.610Z,19.3775005,-155.2753296,-0.75
2018-07-09T07:53:11.760Z,19.4181671,-155.274826,0.07
2018-07-09T07:52:30.500Z,19.3978329,-155.2763367,0.49
2018-07-09T07:50:48.290Z,19.4088326,-155.2848358,-0.11
2018-07-09T07:48:44.850Z,19.4104996,-155.2704926,0.57
2018-07-09T07:47:11.080Z,19.3990002,-155.2636719,0.44
2018-07-09T07:45:55.370Z,19.3889999,-155.2841644,0.17
2018-07-09T07:45:42.130Z,19.4034996,-155.3289948,3.15
2018-07-09T07:34:18.340Z,19.4128342,-155.2861633,0.73
2018-07-09T07:23:47.200Z,19.4144993,-155.2763367,0.25
2018-07-09T07:23:33.380Z,19.4169998,-155.2731628,0.31
2018-07-09T07:22:10.200Z,19.4209995,-155.2746735,1.02
2018-07-09T07:20:41.190Z,19.4139996,-155.2696686,-0.28
2018-07-09T07:15:04.940Z,19.4001675,-155.2523346,-0.49
2018-07-09T07:11:48.710Z,13.4792,-88.4119,193.15
2018-07-09T07:09:54.040Z,19.4061661,-155.3040009,1.89
2018-07-09T07:09:05.830Z,19.4033337,-155.2539978,0.02
2018-07-09T07:05:11.220Z,19.3980007,-155.27034,0.45
2018-07-09T07:02:31.490Z,19.3990002,-155.2726593,1.49
2018-07-09T07:01:01.460Z,19.3943329,-155.2678375,-0.29
2018-07-09T07:00:34.310Z,19.4028339,-155.2771606,0.8
2018-07-09T06:58:39.160Z,19.4033337,-155.2575073,0.12
2018-07-09T06:54:24.470Z,19.4058342,-155.2541656,0.36
2018-07-09T06:53:49.980Z,19.4008331,-155.2740021,1.9
2018-07-09T06:44:30.840Z,19.420166,-155.2859955,0.44
2018-07-09T06:42:07.300Z,18.9648342,-155.3473358,10.98
2018-07-09T06:36:08.820Z,19.4171658,-155.2669983,0.38
2018-07-09T06:28:52.770Z,19.3915005,-155.2843323,0.05
2018-07-09T06:27:30.740Z,19.4081669,-155.2833405,0.26
2018-07-09T06:24:31.060Z,19.4043331,-155.2491608,-0.73
2018-07-09T06:20:56.590Z,17.9018,-65.9015,5
2018-07-09T06:10:35.430Z,19.4139996,-155.2655029,1.25
2018-07-09T06:10:33.360Z,19.4056664,-155.2818298,-0.08
2018-07-09T06:06:04.240Z,42.6482,18.2223,10
2018-07-09T06:04:47.490Z,17.3059,121.8928,41.17
2018-07-09T05:58:09.670Z,19.3950005,-155.2704926,0.23
2018-07-09T05:56:59.220Z,19.4028339,-155.2766724,-0.39
2018-07-09T05:56:08.700Z,19.3963337,-155.2646637,0.64
2018-07-09T05:52:54.900Z,19.3974991,-155.2684937,0.28
2018-07-09T05:46:21.640Z,19.4036674,-155.2688293,0.52
2018-07-09T05:40:26.390Z,2.3765,99.0234,160.55
2018-07-09T05:37:09.790Z,19.4134998,-155.2718353,0.4
2018-07-09T05:35:48.340Z,19.4064999,-155.2766724,0.64
